income,age,debts,num_late_payments,credit_history_years,num_open_accounts,utilization_ratio,debt_to_income,creditworthy
64934.283060224654,48,17326.57204812953,0,26,8,0.19918973008329932,0.26683242243638294,1
52234.713976576306,50,47261.31658919701,1,24,10,0.2123348735600653,0.9047875060709719,0
67953.77076201385,29,23690.952862453243,2,25,13,0.5688901191257945,0.3486333811470618,1
85460.5971281605,59,4545.597336251933,2,0,10,0.09689126917695359,0.05318939358023854,1
50316.93250553328,51,0.0,2,3,2,0.3367799993560787,0.0,1
50317.26086101639,41,25545.35763359416,2,11,3,0.6837325092935158,0.5076857761425878,0
86584.25631014783,54,23560.958542300068,1,4,14,0.2607396982708217,0.27211596595464066,1
70348.69458305818,51,20750.60767550441,4,8,8,0.31846101657064396,0.2949679137401037,0
45610.51228130096,45,6871.209691006068,3,21,3,0.6000074834158107,0.15064969340024434,1
65851.2008717193,32,18632.853898839752,0,3,1,0.5527043898806174,0.2829538968490078,1
45731.64614375075,21,7766.548312565346,0,15,9,0.3611420070943642,0.1698287502739861,1
45685.404928594864,42,21627.818860209612,2,1,8,0.13909144523008588,0.47340762096808264,0
59839.24543132068,60,24826.569072723414,3,15,4,0.26247424483771015,0.4148877361967677,1
16734.395106844044,57,9565.27241170465,1,15,8,0.6694890729676181,0.5715935563032474,0
20501.643349739345,21,26318.101612154234,1,20,14,0.4206526842392448,1.283706928424781,0
43754.249415180544,21,16148.523995627098,2,23,5,0.23327199260708198,0.3690732720014245,1
34743.377593311525,62,19918.732124419854,0,23,3,0.3349952134730175,0.5733101818015075,1
61284.94665190548,62,1903.6663630919575,2,21,1,0.17655128904281442,0.03106254418241822,1
36839.518489575785,41,17322.145059548995,0,10,13,0.19860168816975587,0.4702055230295835,1
26753.925973294172,35,8244.15612585332,0,0,10,0.8022572727777446,0.3081475269866058,0
84312.97537843109,37,19746.334540141735,1,14,5,0.06840401358764969,0.23420279561374885,1
50484.47399026929,42,29671.626696512623,1,23,11,0.3498619563283199,0.5877376617260929,0
56350.564093758476,58,17895.202093163523,1,3,6,0.3265002536543597,0.31756917399067597,1
26505.036275730865,55,5991.450935668163,0,29,4,0.30720810187680947,0.22604952784592827,1
44112.34550949634,36,21264.660917775866,2,17,7,0.30146850065347924,0.48205690883514885,1
57218.451794197324,28,19017.887457877165,0,16,3,0.5406330825434965,0.33237333170566175,1
31980.128451553945,37,35586.01746400309,0,6,7,0.21249494198623245,1.112754050313201,0
62513.96036691344,37,17539.679609009436,2,17,14,0.3351917852242061,0.2805722034896481,1
42987.2262016239,46,9145.250087759316,3,12,1,0.015749647639141277,0.21274343324375375,1
49166.12500413446,33,22706.412256463776,1,19,7,0.1416490063719018,0.46183042195321183,1
42965.867755412066,37,13723.219276944064,0,19,1,0.30218694079526875,0.3193981640278977,1
92045.56369017877,58,15802.509897117738,3,28,13,0.12464359292964451,0.17168138543111405,1
54730.05550524132,37,5715.239696244478,1,9,11,0.35044208940022936,0.1044259802677735,1
33845.78142088199,34,13775.651871965865,0,0,1,0.35779999350669744,0.4070123747672328,1
71450.89824206378,26,15308.04697490436,1,1,2,0.34035554183070915,0.21424568971887856,1
30583.127000579556,55,13716.513242631223,0,16,2,0.24223603810304747,0.4484993716427785,1
59177.27190009511,34,9091.126375691787,1,21,4,0.22746828338829136,0.15362530383353437,1
15806.597522404489,28,17882.291303452952,0,28,13,0.05513526774839066,1.1313181902750638,0
28436.27902203139,35,5765.275831581663,0,2,1,0.29383415822964365,0.20274367919638633,1
58937.22471738247,47,3410.05399476005,2,16,4,0.3672433917064304,0.057859086699654456,1
69769.33159990821,33,22095.36170726441,1,11,2,0.30050609258552574,0.31669160647790234,1
58427.36562379941,51,21177.501780872844,3,23,4,0.3386426942721459,0.36245861087131653,0
52687.03435223519,55,1923.955193196476,4,29,4,0.05725019693170017,0.03651667278013826,1
48977.926088214226,26,0.0,1,11,9,0.41965355006506544,0.0,1
25429.560192651454,25,4912.579546034314,0,29,9,0.16102056017218289,0.19318381870615028,1
40603.115832105825,42,13717.010055268021,3,19,1,0.21739405991902133,0.3378314637720897,0
45787.22458080425,43,26543.49574765506,0,9,5,0.5042308604433876,0.5797140139125861,0
76142.44452437831,45,13472.554321874799,1,6,7,0.3210093005692513,0.17693882047037943,0
61872.36579136923,54,7306.389512719686,0,9,4,0.6080117777175943,0.11808809020421968,1
19739.19689274532,46,16485.862290830606,3,17,12,0.20701756040070962,0.835184044234829,0
61481.6793878959,25,13859.838847504196,3,21,5,0.2956884175138657,0.2254303881333604,0
47298.35439167367,46,1189.9269254700212,1,5,2,0.3168090943741579,0.02515789271686573,1
41461.55999388083,40,1249.3711508128872,0,6,3,0.22200468027211764,0.030133240307341973,1
67233.52577681736,26,1518.0249788470664,3,27,7,0.10099989626876536,0.02257839316483523,0
75619.99044991902,26,39798.51534907937,3,16,10,0.1614627477115006,0.5262962228940877,1
73625.60238232397,38,23599.814402736134,0,29,13,0.06850133378873417,0.3205381503051984,1
38215.64953554723,24,9062.839414646376,1,11,7,0.17841998849027826,0.2371499509962889,1
48815.75248297571,37,26082.668228289316,3,16,4,0.1796988776021266,0.5343084332743931,0
61625.26862807128,34,9319.437123385349,1,17,12,0.361702220003572,0.15122752940244708,1
74510.90254244718,34,25751.803969737295,0,13,1,0.6615558730241772,0.34561122051993765,1
45416.5152430942,33,15803.064570694543,0,10,1,0.3352868935936405,0.3479585451703601,1
51286.82046672366,27,8411.487502027028,1,1,4,0.11183337749129468,0.16400875362286574,1
32873.300519879434,64,21798.2034582897,2,20,4,0.5100263914984448,0.6630975020323163,0
31075.867518386585,35,16375.195727236849,0,0,6,0.31183963136620274,0.5269425131107981,0
71250.51644788396,39,18982.677721793258,1,10,7,0.047635298879152806,0.2664216158444002,1
82124.80057141646,63,17155.070231841088,3,1,9,0.8356463406957158,0.20889025133063044,0
53559.797568393325,64,17050.14772870928,2,15,9,0.3281782475956021,0.3183385394042434,0
75070.65795784048,55,23005.538880867447,1,21,10,0.35085396981304995,0.3064518082922266,1
62232.72050095268,37,40838.06848817667,0,2,12,0.11945185411522474,0.6562153825100978,0
42097.60490789751,55,27487.91900549558,0,19,12,0.3121394049482656,0.652956838414787,0
62227.912110168276,39,17196.451602830453,1,0,5,0.40237664427616027,0.2763462732348445,1
85760.73132931939,40,11893.930851004267,0,20,10,0.3747597849352702,0.13868737668912623,1
54283.47921780097,56,12992.650819980081,5,19,11,0.1562119886301541,0.23934815909366863,0
86292.87311628013,55,2438.707053895503,0,7,3,0.2620441232654428,0.028260816517365596,1
8000.0,52,21645.435425532163,2,18,3,0.3919373449347985,2.7056794281915204,0
71438.05008750448,64,4850.773083416576,1,25,6,0.26910070516412954,0.06790181251412745,1
56740.94136476342,60,11275.456879507368,3,0,1,0.3122577024598398,0.19871818493497037,1
49019.85299068265,44,21703.487029019994,2,29,7,0.06420452463699851,0.4427489212002582,1
56835.21553071005,37,12626.74696203474,0,28,3,0.10347002559045085,0.22216414320118252,1
15248.621707982144,27,10077.12009470747,0,25,5,0.26890631897718803,0.6608544882081004,0
50606.56224324976,63,3025.1931389435686,2,4,7,0.0927924459391616,0.05977867305829668,1
62142.25143023493,21,27053.26732304811,0,29,7,0.45825384991807694,0.4353441772771932,0
84557.88089483032,55,6667.78134547121,3,0,9,0.16629286950493796,0.0788546410448049,1
44634.59563452705,52,9141.241730520509,1,10,1,0.19791123796100085,0.20480171491571236,1
38830.12794213625,56,0.0,2,20,3,0.2847139856328618,0.0,0
44964.85912830927,33,14801.389521920997,2,8,9,0.20689194374341824,0.329176824054637,0
73308.04235404148,26,11667.051136384407,1,4,8,0.16890005485357446,0.15915103939126266,1
61575.02219319369,34,16818.57916968413,4,1,2,0.4660554887933858,0.27313963634337435,0
44404.79592465922,57,3253.6832304242653,2,12,8,0.3463164516408418,0.07327323913265424,1
65265.34866226712,35,22341.807935351357,2,17,8,0.5714605173700718,0.3423226626883582,1
56941.55098696081,24,0.0,0,25,2,0.7478433136830575,0.0,1
74372.89981065778,60,14078.225000175942,1,24,8,0.32406070135274573,0.18929240403449357,1
40958.93812245295,36,16154.882831395837,0,11,3,0.4236487579452381,0.39441654427413053,1
48446.75706804464,48,15577.740067060851,1,13,7,0.23953006589377862,0.3215435048662089,1
47157.83693735685,36,16577.548711602678,2,4,13,0.3772970187601993,0.35153327184246874,0
25729.701037357627,24,22886.716842608665,2,26,9,0.4430871516857213,0.8895057431634686,0
60922.40554129152,46,28246.987049730506,2,23,4,0.15471711822251738,0.4636551495095754,0
60221.105443597786,48,13443.920716870593,5,9,11,0.1475641556982986,0.22324267576691986,0
